"Task Aware Debugger for GDB" version 11.6.0 (202206271353)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
11:47:20.667 INFO: [TadModel] DSF session ID 5 has started.
11:47:39.786 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
11:47:39.878 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
11:47:41.141 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
11:47:41.320 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
11:48:57.774 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
11:48:58.228 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:03.466 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:03.663 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:05.88 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:05.263 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:05.625 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:05.795 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:06.263 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:06.472 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:06.980 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:07.160 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:07.660 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:07.837 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:08.445 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:08.624 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:09.81 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:09.248 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:10.02 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:10.186 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:10.998 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:11.411 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:13.223 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:13.452 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:14.81 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:14.437 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:16.821 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:17.547 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:24.105 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:24.289 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:25.653 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:25.844 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:26.673 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:26.995 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:28.232 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:28.455 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:28.946 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:29.135 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:29.578 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:29.909 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:30.463 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:30.610 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:33.988 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:34.315 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:38.179 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:38.603 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:40.282 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:40.472 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:42.58 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:42.236 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:43.136 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:43.308 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:43.929 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:44.143 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:44.915 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:45.98 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:45.835 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:46.13 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:46.738 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:46.916 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:47.377 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:47.553 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:48.09 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:48.189 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:48.613 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:48.991 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:50.984 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:51.214 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:51.965 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:52.321 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:49:53.689 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:49:54.175 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
11:49:59.643 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:50:22.814 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, SIGNAL)
11:50:24.618 INFO: [TadModel] DSF session ID 5 has ended.
