"Task Aware Debugger for GDB" version 11.6.0 (202206271353)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
11:55:21.110 INFO: [TadModel] DSF session ID 6 has started.
11:55:40.837 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (RESUMED, USER_REQUEST)
11:55:40.929 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, SIGNAL)
11:55:42.181 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
11:55:42.359 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
11:55:55.818 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, STEP)
11:55:56.258 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:55:57.917 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:55:58.84 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:04.260 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:04.438 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:05.619 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:05.794 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:06.350 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:06.564 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:06.684 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:06.864 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:07.78 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:07.258 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:07.409 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
11:56:07.582 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
11:56:07.771 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
